id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD596792,C00521,P034,2025-03-17,2,9418.91,annulé,TIZ,PayPal,L026,2025-03-21
CMD575765,C01886,P009,Jun 07 2024,3,3174.52,retourné,tanger,Paiement a la livraison,L029,2024-06-11
CMD150594,C00201,P043,25/11/2024,1,11121.0,KO,al hoceima ,Carte bancaire,L031,2024-11-26
CMD409124,C00280,P021,2024-05-18,2,2355.54,en_cours,al hoceima ,Maroc Pay,L018,2024-05-20
CMD545073,C01855,P024,2024-01-06,5,2029.35,livre,Marrakech,Carte bancaire,L012,2024-01-09
CMD460848,C00060,P015,13/04/2024,1,6822.56,en_cours,fes,Paiement a la livraison,L034,2024-04-20
CMD150340,C02193,P044,2024-08-29,3,1274.63,annulé,al hoceima ,Paiement a la livraison,L039,2024-09-02
CMD254223,C01899,P044,2024-12-03,2,757.16,livré,Al Hoceima,Paiement a la livraison,L033,2024-12-06
CMD258828,C02117,P042,2024-01-30,4,10192.01,OK,MRK,Virement,L040,2024-02-02
CMD802376,C00326,P009,Jul 30 2024,4,9430.48,livré,TNG,PayPal,L009,2024-08-02
CMD975588,C01887,P015,Jun 01 2024,3,11710.75,DONE,safi ,PayPal,L009,2024-06-08
CMD580142,C01085,P047,15/03/2025,5,3810.25,OK,Settat,Carte bancaire,L005,2025-03-18
CMD557040,C01827,P045,2024-07-15,1,11056.6,OK,AGD,Paiement a la livraison,L017,2024-07-20
CMD815622,C00449,P019,05/08/2024,2,566.2,livré,Safi,CMI,L016,2024-08-08
CMD419780,C01437,P017,2024-11-24,5,10838.72,annulé,al hoceima ,CMI,L035,2024-11-30
CMD861144,C00745,P038,Jan 07 2025,1,6959.36,LIVRE,agadir,PayPal,L025,2025-01-13
CMD683858,C02001,P044,2024-05-04,5,6851.81,DONE,nador ,PayPal,L020,2024-05-10
CMD174794,C01250,P027,2024-11-02,3,8608.02,en_cours,safi,Carte bancaire,,2024-11-07
CMD500587,C01239,P002,2025-03-10,2,2216.11,retourne,Agadir Ville,Virement,L042,2025-03-13
CMD921208,C01734,P009,2024-09-12,1,7344.23,retourné,marrakech,Carte bancaire,L032,2024-09-17
CMD781414,C01454,P012,05/03/2025,4,6891.43,retourne,KEN,PayPal,L017,2025-03-10
CMD614074,C01050,P007,Jul 15 2024,1,6734.48,en_cours,SLA,Maroc Pay,L025,2024-07-21
CMD509796,C01082,P031,Sep 01 2024,1,8600.69,livré,kenitra,PayPal,L031,2024-09-02
CMD288797,C00088,P021,2024-07-12,3,7254.72,annulé,settat ,CMI,L045,2024-07-13
CMD143990,C00989,P043,18/09/2024,4,10863.11,en_cours,SLA,Virement,L008,2024-09-21
CMD888502,C00698,P012,Sep 12 2024,1,2746.19,en_cours,Al Hoceima,Paiement a la livraison,L044,2024-09-17
CMD980107,C01979,P033,14/06/2024,1,4590.68,OK,sale,Virement,L047,2024-06-19
CMD320838,C00211,P012,Oct 26 2024,1,3102.88,retourne,TNG,Carte bancaire,L029,2024-10-31
CMD654612,C00184,P047,Nov 05 2024,5,9535.71,annulé,Tanger Ville,PayPal,L033,2024-11-12
CMD654292,C02240,P013,Feb 04 2024,3,6326.97,annulé,fes ,Paiement a la livraison,L003,2024-02-11
CMD154509,C00686,P014,26/09/2024,3,8024.79,livré,TANGER,Carte bancaire,L018,2024-09-28
CMD301564,C02070,P020,22/01/2025,5,3751.6,retourne,Agadir,Carte bancaire,L013,2025-01-29
CMD475426,C00517,P014,Dec 16 2024,1,5564.04,OK,marrakech,PayPal,L035,2024-12-22
CMD864559,C00495,P035,11/09/2024,1,7968.14,KO,Tiznit,Paiement a la livraison,L031,2024-09-13
CMD383508,C01519,P002,17/03/2025,5,10993.71,livré,fes,Maroc Pay,L011,2025-03-20
CMD653915,C00392,P028,2024-08-27,2,1721.16,annule,Tiznit Ville,PayPal,L003,2024-08-30
CMD750233,C00351,P040,11/06/2024,4,6279.42,retourné,AGD,Carte bancaire,L034,2024-06-12
CMD382207,C01930,P023,25/05/2024,2,6309.99,en_cours,fes,CMI,L032,2024-05-26
CMD427392,C00739,P039,08/07/2024,5,10070.26,DONE,fes,Maroc Pay,L042,2024-07-14
CMD208138,C01013,P001,Mar 31 2024,1,3231.22,livré,settat,Carte bancaire,,2024-04-06
CMD741195,C01037,P021,Mar 15 2024,1,7844.24,livré,Dar el Beida,PayPal,L019,2024-03-21
CMD926353,C00704,P018,Jul 14 2024,5,7678.24,LIVRE,tetouan ,PayPal,L050,2024-07-20
CMD957759,C00848,P029,2024-02-18,3,10181.56,DONE,Tetouan,Carte bancaire,L015,2024-02-22
CMD837082,C00246,P026,Apr 25 2024,4,3930.44,livré,fes ,Virement,L023,2024-04-26
CMD837696,C01025,P040,04/01/2025,3,4057.3,DONE,agadir ,Paiement a la livraison,L035,2025-01-10
CMD320368,C00125,P047,Oct 14 2024,2,2775.54,annulé,TANGER,Paiement a la livraison,L027,2024-10-20
CMD945820,C02180,P005,05/06/2024,1,2815.3,annule,kenitra,CMI,,2024-06-09
CMD275473,C01843,P003,03/12/2024,5,7092.98,annulé,fes ,Maroc Pay,L035,2024-12-10
CMD475615,C00914,P019,Mar 03 2024,2,2230.45,LIVRE,SAFI,PayPal,L021,2024-03-07
CMD355924,C00340,P026,26/10/2024,1,6170.63,retourné,Casa ,PayPal,L014,2024-10-28
CMD753995,C01858,P021,May 30 2024,4,3616.77,OK,casablanca,Carte bancaire,L034,2024-06-01
CMD867997,C00831,P031,2024-02-06,5,6035.54,annule,al hoceima,Virement,L005,2024-02-08
CMD979527,C01848,P006,Jan 29 2024,1,5501.03,KO,Marrakech,Virement,L041,2024-02-04
CMD475165,C02068,P013,2024-01-25,3,6079.62,KO,Rabat Ville,PayPal,L023,2024-02-01
CMD451676,C00457,P028,Jan 12 2025,5,4031.21,livré,Kenitra,PayPal,L026,2025-01-19
CMD945665,C00037,P017,10/05/2024,4,3147.15,DONE,Nador Ville,Paiement a la livraison,L035,2024-05-13
CMD117294,C00342,P003,2024-11-05,4,1621.18,livré,TNG,Paiement a la livraison,L019,2024-11-12
CMD597405,C00854,P036,2024-04-16,3,2100.01,livré,tiznit,CMI,,2024-04-19
CMD413105,C00735,P039,15/02/2024,3,10654.88,DONE,agadir ,Carte bancaire,L034,2024-02-20
CMD644910,C02043,P032,Apr 02 2024,-2,9926.79,livré,Fes,Virement,L025,2024-04-09
CMD716734,C01509,P045,2024-04-12,3,5756.37,en_cours,Sale,Carte bancaire,L005,2024-04-19
CMD687555,C00222,P005,10/11/2024,5,5681.24,en_cours,SETT,Carte bancaire,L019,2024-11-15
CMD932998,C01843,P013,Oct 23 2024,3,3905.08,livre,settat ,PayPal,L011,2024-10-26
CMD910848,C01555,P012,2025-01-02,3,4353.08,LIVRE,marrakech,Virement,L036,2025-01-09
CMD883250,C01418,P029,07/04/2024,5,11887.83,OK,Casa ,CMI,L001,2024-04-11
CMD154841,C02111,P046,Dec 25 2024,1,9692.97,LIVRE,TTA,PayPal,L044,2025-01-01
CMD217097,C01837,P032,2024-02-29,4,4700.18,retourne,TNG,Carte bancaire,L048,2024-03-02
CMD874421,C01922,P013,Oct 06 2024,3,3173.48,DONE,Kenitra,PayPal,L049,2024-10-07
CMD628110,C01039,P045,19/02/2024,1,8975.73,annule,oujda ,Virement,L002,2024-02-24
CMD362109,C01040,P037,28/06/2024,2,5283.95,retourné,rabat,CMI,L006,2024-07-02
CMD703901,C02139,P022,2024-04-23,5,8865.19,LIVRE,fes ,PayPal,L019,2024-04-29
CMD952594,C00576,P043,21/10/2024,4,4166.53,annule,Casablanca,Virement,L041,2024-10-26
CMD713108,C01444,P005,Mar 01 2024,5,11115.28,OK,kenitra,Maroc Pay,L039,2024-03-05
CMD472817,C00237,P017,30/01/2025,3,3837.16,en_cours,Safi,Maroc Pay,L019,2025-02-04
CMD874234,C00857,P004,08/10/2024,4,8625.02,en_cours,oujda,Virement,L038,2024-10-14
CMD644310,C00172,P034,Oct 14 2024,4,10483.5,LIVRE,KEN,Paiement a la livraison,L003,2024-10-15
CMD682145,C00099,P042,07/11/2024,2,10312.37,en_cours,tng,PayPal,L036,2024-11-08
CMD705294,C01969,P048,27/04/2024,5,11242.46,DONE,OUJ,Virement,L042,2024-05-01
CMD581302,C01521,P044,Jan 20 2024,3,11038.07,annule,Rabat,PayPal,L041,2024-01-27
CMD533961,C01890,P031,2024-08-18,5,2012.5,annulé,nador,Maroc Pay,L011,2024-08-24
CMD862569,C01066,P039,Mar 19 2025,5,9023.12,livré,safi,Virement,L031,2025-03-23
CMD313602,C01143,P010,16/10/2024,3,930.93,retourné,Fes Ville,Virement,L032,2024-10-17
CMD876919,C00466,P018,Nov 26 2024,2,11381.59,livré,oujda,Paiement a la livraison,L024,2024-11-28
CMD826960,C00976,P033,Mar 04 2024,4,6642.64,retourne,Settat Ville,Maroc Pay,L033,2024-03-08
CMD714502,C00766,P042,2024-12-22,2,4822.67,annule,HOC,Maroc Pay,L033,2024-12-28
CMD524932,C01049,P020,2024-10-15,1,9292.02,livré,Kenitra,Virement,L006,2024-10-17
CMD277888,C00288,P022,2025-01-18,4,9863.6,OK,OUJ,CMI,L040,2025-01-22
CMD849812,C01294,P039,2024-11-25,1,606.04,retourné,AGD,Virement,L046,2024-12-02
CMD740435,C00704,P005,2024-03-20,3,11888.67,DONE,nador ,Virement,L026,2024-03-23
CMD438328,C00289,P036,10/12/2024,2,10394.76,annulé,NAD,Maroc Pay,L045,2024-12-14
CMD326387,C00105,P039,2024-07-07,3,11150.07,DONE,sale ,Virement,L004,2024-07-14
CMD475361,C00240,P023,22/06/2024,3,10852.95,annulé,Sale,Carte bancaire,,2024-06-27
CMD835280,C02163,P028,13/10/2024,4,6600.54,livré,Sale Ville,Maroc Pay,L033,2024-10-20
CMD810838,C02080,P004,13/07/2024,2,10705.82,livré,CASA,Carte bancaire,L002,2024-07-20
CMD238782,C00460,P038,2024-07-20,2,1653.43,livré,Kenitra Ville,Carte bancaire,L028,2024-07-26
CMD399124,C01766,P042,Aug 14 2024,4,6903.75,DONE,Tiznit Ville,PayPal,L049,2024-08-21
CMD803491,C02221,P028,Feb 01 2024,1,3340.03,KO,TANGER,CMI,L042,2024-02-02
CMD640478,C01288,P022,08/02/2025,3,2247.66,livré,marrakech,CMI,L042,2025-02-14
CMD827725,C02112,P028,07/11/2024,3,114.28,livré,Nador,Carte bancaire,L033,2024-11-11
CMD225763,C02022,P004,07/01/2024,4,376.74,annule,al hoceima,PayPal,L050,2024-01-12
CMD998497,C01436,P019,20/06/2024,2,4595.41,annule,kenitra,Paiement a la livraison,L036,2024-06-25
CMD482131,C01429,P043,2024-12-14,4,626.56,retourne,Agadir,Virement,L008,2024-12-16
CMD389335,C01897,P028,09/03/2024,1,7681.27,livré,TIZ,Maroc Pay,L047,2024-03-16
CMD247801,C01430,P023,2024-11-10,4,11990.73,annulé,Sale Ville,Virement,L035,2024-11-14
CMD975988,C00649,P034,13/01/2025,4,3590.69,DONE,settat,Virement,,2025-01-17
CMD560132,C00987,P015,2024-05-27,1,8521.22,livré,al hoceima ,Maroc Pay,L015,2024-05-28
CMD535070,C00289,P030,13/02/2025,4,11894.36,OK,rabat ,Carte bancaire,L008,2025-02-14
CMD131607,C02152,P014,Oct 20 2024,2,11108.89,annulé,safi ,CMI,L041,2024-10-25
CMD351870,C01187,P036,2024-02-06,3,8664.86,KO,tetouan ,Paiement a la livraison,L046,2024-02-13
CMD886148,C00543,P043,2025-02-05,2,9898.7,en_cours,Hoceima,Carte bancaire,L029,2025-02-12
CMD659945,C01650,P038,03/03/2025,5,9524.71,livré,Sale,Virement,L003,2025-03-09
CMD731165,C02130,P015,05/11/2024,4,8991.28,KO,Rabat,Paiement a la livraison,L010,2024-11-10
CMD557909,C02114,P010,16/08/2024,1,8103.38,annule,sale ,PayPal,L021,2024-08-22
CMD530905,C01008,P005,2024-07-25,1,11912.5,retourné,Kenitra Ville,CMI,L050,2024-07-30
CMD527070,C00157,P002,2024-07-31,2,7692.64,LIVRE,casa blanca,CMI,L008,2024-08-03
CMD372610,C01656,P006,Jun 11 2024,1,10606.52,LIVRE,KEN,Paiement a la livraison,L029,2024-06-17
CMD180355,C01947,P026,2024-09-09,5,4721.85,retourne,Casa ,Virement,,2024-09-13
CMD694536,C00498,P021,2024-12-16,2,1212.48,annule,casa blanca,Virement,L032,2024-12-22
CMD262159,C00484,P045,2024-11-10,2,6433.84,annulé,Tiznit,PayPal,L002,2024-11-13
CMD246107,C00908,P040,27/08/2024,3,6249.48,LIVRE,rabat,Maroc Pay,L048,2024-08-29
CMD102039,C01779,P012,2024-06-17,5,8240.01,livré,sale ,PayPal,L025,2024-06-21
CMD410496,C01111,P027,Oct 22 2024,4,9216.53,livré,MRK,CMI,L039,2024-10-25
CMD566775,C00692,P013,Mar 11 2024,3,9352.52,en_cours,tiznit,Carte bancaire,L027,2024-03-17
CMD517399,C01969,P006,2025-02-23,4,1838.7,DONE,Kenitra,Virement,L038,2025-02-26
CMD308836,C00767,P003,04/02/2025,5,3082.36,annulé,Fes,CMI,L050,2025-02-08
CMD594953,C01901,P035,Apr 15 2024,1,6312.87,OK,tetouan,Paiement a la livraison,L037,2024-04-19
CMD735398,C00929,P008,14/06/2024,1,10904.99,annulé,Settat,Maroc Pay,L004,2024-06-18
CMD384795,C00012,P018,08/11/2024,2,5043.0,annule,Settat,Paiement a la livraison,L028,2024-11-12
CMD464102,C02216,P045,14/09/2024,2,9130.26,livré,Marrakech Medina,Maroc Pay,L041,2024-09-15
CMD714925,C00920,P017,2024-04-22,4,4485.37,livré,Fes,Maroc Pay,,2024-04-25
CMD474326,C01880,P024,Mar 15 2024,1,7999.52,annulé,Tetouan Ville,PayPal,L014,2024-03-22
CMD112509,C01222,P008,May 02 2024,2,7763.55,LIVRE,Sale,PayPal,L045,2024-05-07
CMD452831,C01448,P006,14/04/2024,1,2288.56,retourné,rabat ,PayPal,L043,2024-04-21
CMD676824,C01716,P004,01/06/2024,5,4878.65,en_cours,Safi Ville,CMI,L047,2024-06-04
CMD876933,C02071,P004,02/09/2024,5,1410.97,livré,TTA,Virement,L029,2024-09-07
CMD670467,C00666,P008,19/02/2024,5,1148.78,livré,KEN,Paiement a la livraison,L032,2024-02-25
CMD820936,C00182,P035,Oct 28 2024,5,5635.6,annulé,Sale,PayPal,L043,2024-11-04
CMD705606,C01323,P010,2025-02-08,5,8840.7,livré,Rabat,Paiement a la livraison,L043,2025-02-15
CMD483566,C01422,P048,Nov 13 2024,4,2627.75,livre,MRK,Carte bancaire,L006,2024-11-18
CMD252364,C00261,P030,2025-03-13,5,4002.28,retourne,Agadir,Paiement a la livraison,L046,2025-03-18
CMD859855,C02060,P009,2025-02-13,2,4274.75,retourne,Marrakesh,PayPal,L023,2025-02-16
CMD748161,C01063,P009,30/08/2024,5,1175.32,LIVRE,RBT,Paiement a la livraison,L014,2024-09-04
CMD207227,C01751,P009,17/02/2024,4,7030.09,livré,  Tanger  ,PayPal,L039,2024-02-23
CMD872599,C00442,P023,Mar 24 2024,4,9883.04,OK,TTA,Virement,,2024-03-30
CMD729562,C00008,P016,18/09/2024,1,3727.74,DONE,tng,Carte bancaire,L008,2024-09-25
CMD158840,C00917,P031,25/02/2024,5,8673.07,annulé,al hoceima,CMI,L030,2024-02-29
CMD673579,C01547,P033,Jan 11 2025,3,146.99,livré,casablanca,Carte bancaire,L044,2025-01-14
CMD395287,C00952,P019,20/03/2025,1,9836.63,annule,Sale,Paiement a la livraison,L008,2025-03-24
CMD911284,C01526,P044,23/04/2024,4,3865.17,livré,Nador Ville,Maroc Pay,L015,2024-04-25
CMD789761,C01219,P021,Feb 23 2024,2,11588.04,livre,Safi,Paiement a la livraison,,2024-02-24
CMD863803,C01750,P032,24/04/2024,4,4741.57,livré,Oujda Ville,Maroc Pay,L033,2024-04-29
CMD215131,C01466,P032,2024-07-16,5,5201.18,livre,Marrakech Medina,Maroc Pay,L013,2024-07-22
CMD896859,C00815,P024,25/03/2025,2,7033.74,livré,Dar el Beida,Maroc Pay,L042,2025-03-27
CMD205861,C01643,P006,Apr 23 2024,2,5909.29,livré,agadir,Maroc Pay,L020,2024-04-24
CMD747048,C01326,P048,12/03/2025,3,6287.89,en_cours,agadir,Virement,L031,2025-03-18
CMD277262,C01449,P021,06/06/2024,1,10967.85,DONE,tiznit ,Paiement a la livraison,L042,2024-06-11
CMD528455,C00585,P012,15/12/2024,5,11589.11,OK,AGD,CMI,L021,2024-12-22
CMD582382,C01317,P030,Feb 13 2024,4,9535.18,KO,settat ,PayPal,L037,2024-02-14
CMD938818,C01071,P045,2024-09-27,3,4449.75,en_cours,Tanger Ville,PayPal,L043,2024-10-04
CMD894826,C00431,P007,25/01/2025,4,581.64,en_cours,safi,CMI,L050,2025-01-27
CMD434020,C01674,P010,03/08/2024,5,7076.44,livré,TIZ,Carte bancaire,L016,2024-08-08
CMD622254,C01887,P027,2024-07-20,4,7038.1,KO,rabat ,Virement,L024,2024-07-21
CMD768394,C01054,P048,23/07/2024,4,2760.86,en_cours,Tnja,Virement,L031,2024-07-28
CMD928070,C00994,P039,Aug 10 2024,4,8584.22,en_cours,Nador,Paiement a la livraison,,2024-08-12
CMD984750,C00330,P021,2024-03-27,5,4468.36,retourné,casa,Carte bancaire,L028,2024-03-30
CMD987074,C00973,P047,12/06/2024,2,1838.99,livré,Nador Ville,Paiement a la livraison,L023,2024-06-15
CMD458755,C00838,P025,2024-09-29,1,3052.77,en_cours,Sale Ville,CMI,L027,2024-10-04
CMD188641,C01429,P003,Oct 28 2024,5,6448.17,livre,Kenitra Ville,Carte bancaire,L009,2024-10-29
CMD569589,C01482,P010,28/10/2024,5,8038.17,annule,casa blanca,Carte bancaire,L038,2024-10-30
CMD159788,C01084,P041,Apr 01 2024,1,11094.26,livré,NAD,CMI,L029,2024-04-05
CMD915779,C01382,P005,Mar 23 2025,1,3896.64,en_cours,Agadir,Virement,L008,2025-03-24
CMD428123,C00278,P020,2025-02-01,5,4581.22,livre,Al Hoceima,Carte bancaire,L040,2025-02-02
CMD713329,C00407,P031,22/07/2024,4,3932.61,livre,safi,Virement,L040,2024-07-28
CMD110991,C00235,P020,2024-02-20,2,4588.75,DONE,Tiznit Ville,Carte bancaire,L009,2024-02-23
CMD945676,C01050,P036,2024-02-29,5,738.54,livré,Kenitra Ville,Carte bancaire,L017,2024-03-02
CMD330274,C00573,P010,2024-06-24,2,11451.59,OK,Settat Ville,Maroc Pay,L004,2024-06-29
CMD920074,C01332,P039,28/06/2024,3,10222.85,annulé,Nador Ville,Maroc Pay,L008,2024-07-01
CMD656354,C01017,P037,Jan 18 2025,1,10889.58,livré,safi,Paiement a la livraison,,2025-01-23
CMD560542,C01881,P048,Mar 09 2025,3,7779.12,retourne,Tetouan,Maroc Pay,L045,2025-03-11
CMD515409,C01536,P029,May 09 2024,4,8005.35,livré,tanger ,Paiement a la livraison,L028,2024-05-10
CMD343649,C01831,P001,2024-06-20,5,8322.35,annulé,AGD,CMI,L001,2024-06-26
CMD511825,C00235,P044,2024-12-01,1,8302.22,retourné,Tanger Ville,Paiement a la livraison,L007,2024-12-05
CMD837009,C02163,P023,2024-05-15,4,9902.59,livré,nador ,Paiement a la livraison,L029,2024-05-18
CMD408538,C00283,P045,2024-01-23,3,1793.42,annule,nador ,Paiement a la livraison,,2024-01-26
CMD628474,C01638,P021,2024-11-03,4,10466.05,livré,safi,Virement,L041,2024-11-06
CMD726007,C00076,P019,Aug 18 2024,5,11266.68,livré,Dar el Beida,Virement,L001,2024-08-21
CMD927716,C01634,P017,08/09/2024,2,6365.14,annulé,Oujda,Maroc Pay,L040,2024-09-15
CMD335141,C01246,P045,26/03/2024,2,5722.72,livré,Marrakesh,Virement,L015,2024-03-27
CMD438377,C00144,P020,26/01/2025,2,8386.71,livré,RBT,CMI,L011,2025-02-01
CMD156756,C01119,P022,05/02/2024,1,4914.84,livre,nador ,CMI,L024,2024-02-12
CMD821467,C00492,P004,07/01/2025,2,7214.63,KO,kenitra,Paiement a la livraison,L027,2025-01-11
CMD592326,C01766,P019,Jul 31 2024,1,5080.64,KO,Settat Ville,Maroc Pay,L001,2024-08-04
CMD962030,C01989,P006,Feb 10 2024,4,5478.82,livré,Oujda Ville,Virement,L047,2024-02-14
CMD275004,C00201,P004,2024-02-11,1,9653.12,livré,RBT,PayPal,L027,2024-02-15
CMD907982,C01564,P048,08/12/2024,3,3413.59,retourne,Nador,Maroc Pay,L030,2024-12-10
CMD222798,C01285,P005,2024-06-03,1,1226.15,en_cours,nador,Carte bancaire,,2024-06-08
CMD374924,C01834,P015,25/03/2025,4,872.88,DONE,tng,PayPal,L013,2025-03-28
CMD573755,C00958,P012,2025-03-14,5,8544.4,en_cours,TIZ,Virement,L012,2025-03-21
CMD842866,C01268,P023,01/01/2024,1,11680.64,OK,agadir,Virement,L014,2024-01-07
CMD793972,C01237,P032,07/01/2025,4,5898.99,KO,Settat Ville,PayPal,L001,2025-01-12
CMD755794,C01789,P015,Nov 19 2024,2,8199.23,livré,MRK,PayPal,L023,2024-11-26
CMD835860,C01379,P046,Mar 04 2024,2,11557.83,OK,tetouan,PayPal,L018,2024-03-10
CMD751855,C00684,P037,2024-12-23,2,6047.63,annulé,Settat,PayPal,,2024-12-30
CMD883032,C00077,P012,14/01/2025,5,3459.42,en_cours,Marrakesh,Virement,L002,2025-01-15
CMD231488,C01163,P011,04/03/2024,2,7918.56,livré,TTA,Paiement a la livraison,L045,2024-03-11
CMD222749,C00401,P003,2024-02-21,4,10417.42,DONE,Settat Ville,Carte bancaire,L042,2024-02-27
CMD783351,C00554,P039,2024-07-13,2,4779.84,LIVRE,Agadir Ville,Paiement a la livraison,L048,2024-07-17
CMD977477,C01919,P019,22/10/2024,4,8442.31,annulé,KEN,Carte bancaire,L017,2024-10-27
CMD288324,C01424,P017,2024-10-20,3,11204.16,livré,oujda,Virement,L002,2024-10-25
CMD845680,C01341,P041,29/06/2024,5,11895.99,LIVRE,tanger,PayPal,L013,2024-07-05
CMD610374,C01890,P014,Apr 21 2024,3,1129.94,livré,TNG,Paiement a la livraison,L023,2024-04-27
CMD662234,C01205,P019,Nov 27 2024,5,928.2,retourné,tetouan,Carte bancaire,L005,2024-11-29
CMD388293,C01127,P042,06/01/2025,1,9306.51,DONE,al hoceima ,PayPal,L049,2025-01-10
CMD712372,C01442,P035,2024-07-30,3,1896.16,LIVRE,OUJ,Maroc Pay,L045,2024-08-06
CMD579223,C00500,P023,2024-06-25,3,5766.9,retourné,Oujda Ville,PayPal,L015,2024-07-02
CMD250727,C01862,P040,03/02/2024,1,11697.77,retourne,Fez,PayPal,L020,2024-02-07
CMD520056,C02058,P018,01/03/2024,5,744.48,livré,Marrakech Medina,CMI,L023,2024-03-03
CMD724960,C00875,P022,25/01/2025,3,815.28,en_cours,sale,Maroc Pay,L019,2025-01-27
CMD618753,C01478,P021,Mar 03 2025,1,1727.91,en_cours,Agadir,Carte bancaire,L010,2025-03-04
CMD547956,C00160,P031,2024-10-11,3,9008.31,retourné,rabat ,PayPal,L031,2024-10-18
CMD721933,C00259,P005,03/02/2025,5,11211.95,livre,Tetouan,Paiement a la livraison,L043,2025-02-04
CMD704517,C01712,P042,2024-09-02,1,1398.39,livré,Rabat Ville,Carte bancaire,L034,2024-09-06
CMD696499,C00996,P009,2025-02-23,4,7106.4,retourne,Safi,Maroc Pay,L020,2025-02-24
CMD386094,C00254,P026,29/06/2024,4,479.79,LIVRE,OUJ,CMI,L041,2024-07-03
CMD474609,C00187,P046,2024-05-18,2,2571.06,retourne,Agadir,PayPal,L038,2024-05-21
CMD595176,C01643,P002,Feb 07 2025,1,6671.1,retourné,Kenitra Ville,Paiement a la livraison,L034,2025-02-09
CMD278522,C00147,P043,2024-08-24,5,6032.46,annulé,Tiznit,Paiement a la livraison,L033,2024-08-28
CMD549187,C01113,P006,2024-05-10,5,6114.27,retourne,TIZ,Virement,L047,2024-05-12
CMD438855,C01080,P003,01/03/2025,2,1309.64,livré,tetouan,Maroc Pay,L030,2025-03-08
CMD931131,C00661,P011,10/07/2024,2,3424.15,annulé,Agadir Ville,Maroc Pay,L032,2024-07-16
CMD357617,C00644,P028,2024-01-03,3,7505.73,DONE,oujda ,Virement,L020,2024-01-05
CMD549405,C01549,P020,06/11/2024,3,2543.85,retourné,Agadir Ville,PayPal,L039,2024-11-12
CMD187896,C02238,P009,Jul 30 2024,2,8688.25,annule,Nador,PayPal,L011,2024-08-04
CMD824020,C00446,P030,21/02/2024,5,7393.92,retourne,RBT,Maroc Pay,L037,2024-02-23
CMD976488,C00744,P043,15/03/2025,5,11274.32,en_cours,safi,PayPal,L034,2025-03-19
CMD236646,C01342,P033,Dec 03 2024,5,7814.22,DONE,Agadir,Paiement a la livraison,L036,2024-12-08
CMD911126,C01269,P016,15/01/2024,1,4595.09,en_cours,agadir,Carte bancaire,L008,2024-01-17
CMD698846,C01796,P045,30/01/2025,2,1759.64,annule,Safi,Paiement a la livraison,,2025-02-01
CMD573813,C00500,P034,Sep 23 2024,2,5702.06,DONE,Fez,Virement,L034,2024-09-30
CMD707866,C02052,P008,24/10/2024,2,295.09,KO,tanger ,Carte bancaire,L037,2024-10-29
CMD101879,C00631,P010,19/12/2024,3,3102.31,livré,RBT,Paiement a la livraison,L035,2024-12-20
CMD498697,C01884,P018,Apr 22 2024,5,9460.15,KO,Tiznit,PayPal,L019,2024-04-27
CMD434664,C01404,P018,29/01/2025,1,1628.42,annulé,tetouan,Maroc Pay,L015,2025-01-31
CMD648030,C01855,P024,May 25 2024,2,726.8,annulé,Kenitra Ville,Virement,L001,2024-06-01
CMD319679,C01730,P047,2024-02-02,1,7502.56,en_cours,Safi,CMI,L034,2024-02-04
CMD801742,C02023,P004,15/11/2024,3,6695.21,en_cours,Fez,Virement,L031,2024-11-18
CMD524924,C00145,P032,2024-04-13,3,3568.49,retourne,marrakech,Maroc Pay,,2024-04-18
CMD426401,C00704,P023,21/11/2024,-1,7375.99,retourné,Agadir Ville,Paiement a la livraison,L013,2024-11-26
CMD746708,C01950,P031,Jun 04 2024,-1,1664.92,annule,tiznit ,PayPal,L022,2024-06-10
CMD110314,C00532,P013,22/03/2025,5,2207.26,OK,Hoceima,CMI,L030,2025-03-23
CMD573998,C02179,P043,01/05/2024,5,3216.34,livré,Marrakech,Paiement a la livraison,L021,2024-05-02
CMD819467,C01393,P023,Dec 16 2024,1,6520.56,livré,Rabat Ville,Maroc Pay,L022,2024-12-17
CMD129161,C00866,P002,2024-03-04,3,1094.86,en_cours,RBT,Carte bancaire,L006,2024-03-06
CMD359518,C00129,P006,2024-02-06,5,1350.66,OK,kenitra,Maroc Pay,L005,2024-02-08
CMD639131,C02153,P011,2024-04-24,4,9897.22,annule,Agadir,PayPal,L001,2024-04-25
CMD353559,C01003,P020,28/10/2024,3,2766.29,OK,safi ,Paiement a la livraison,L004,2024-11-03
CMD102591,C01271,P028,25/02/2025,3,2917.15,livre,sale ,Paiement a la livraison,L019,2025-03-02
CMD915815,C00880,P020,13/02/2025,2,3798.2,OK,Sale Ville,Maroc Pay,L010,2025-02-20
CMD802212,C02192,P033,Feb 02 2024,-2,6210.52,retourné,kenitra,PayPal,L044,2024-02-09
CMD236698,C00837,P040,Jan 27 2024,4,5394.07,LIVRE,nador ,Carte bancaire,L044,2024-02-01
CMD140684,C01008,P032,2024-05-21,5,3726.15,livre,al hoceima,PayPal,L028,2024-05-23
CMD742895,C00273,P039,2024-10-26,3,8192.82,livré,Nador Ville,CMI,L030,2024-10-29
CMD101916,C00632,P007,13/03/2024,4,11494.13,DONE,tng,Paiement a la livraison,L044,2024-03-16
